PIDN,Ca,P,pH,SOC,Sand
Rc4UK7fT,-0.4041866,-0.12756258,-0.4812148,0.114460915,0.08911007
RcKBKh6B,-0.39615786,0.07760209,-0.59020805,-0.07600199,0.36709493
ReM5kDa5,-0.09509554,-0.28353983,0.065253004,-0.036343925,-0.58975923
RfntsotG,-0.46016896,-0.3034778,-0.30624357,-0.66875994,0.6181578
RiXMlzXD,-0.39229476,-0.44608223,-0.09386365,-0.49542153,-0.5090093
Rik83O3m,-0.39789236,-0.098492905,-0.4297464,-0.4533578,-0.21598223
S3PCzDzO,-0.15525885,-0.24514116,0.88821536,-0.6296221,-0.10535157
S77BviOJ,-0.369586,-0.012212753,-0.32036418,0.2942441,-0.51575464
SDdvtktF,-0.4319399,-0.11951984,-0.9891473,0.0021948256,-0.71025676
SHs1AyfM,-0.3337685,-0.128088,-0.32467696,-0.48898193,0.8285829
SO4zQy9k,-0.42540315,-0.08389134,-0.2179153,-0.5475926,0.41597193
SOOBCoiG,-0.3946141,0.16141132,0.38177866,-0.6545743,1.232535
SXkkPB7A,-0.43725264,0.41781554,-0.23827906,-0.45547533,0.8888457
Sa93dGqq,-0.2686172,0.26877674,0.022698894,0.49848625,0.46336618
SonIG72a,-0.34502524,0.9616109,-0.36399156,-0.30936188,0.70927125
Suf6hIBc,-0.41050345,-0.053402334,-0.21656904,-0.48445988,0.9385164
Sx2JeSRz,0.031466857,0.035676952,0.53447247,0.34413427,0.0598256
T1Tlftr4,-0.37962583,0.11716826,-0.20439705,-0.498078,0.691895
T7ulR4ci,-0.3769771,-0.28708804,0.6295478,-0.6726396,0.6978445
TA1NB3Br,-0.39080745,-0.13299909,-0.21788716,-0.48814175,0.8125487
TFZUskaK,-0.10958584,-0.27500492,-0.046422914,-0.25444528,-1.1872016
TNL8HGWZ,-0.09377443,-0.23872721,-0.008533686,-0.1470418,-0.50898045
TZ8z1GSF,-0.4015394,-0.31880355,-0.62890965,-0.1041031,-0.34660214
TqhRvkJJ,0.67187464,-0.15728644,1.4021825,-0.3530378,-0.936167
TtJCUiY4,-0.37814444,0.52871895,0.0018174574,-0.6047657,0.88029194
TwDq0lua,0.19581884,0.09100496,0.4371763,-0.080214776,-0.7420636
Tzyf02sI,-0.13236588,-0.020655353,0.80867296,-0.64585114,1.0528556
U3yI6ZS5,2.1440594,0.2015791,1.9969747,1.4933587,-0.85394084
UBLnXZAN,-0.4628147,0.5083286,-1.2843376,1.5625548,-0.578009
UBWDzleg,-0.3374112,0.012938961,-0.7480169,0.1943745,-0.7005409
UBqkX6SY,1.497033,0.82579154,1.9173682,-0.14341827,-0.65093607
UCIAi1Aj,-0.23652893,0.12423563,-0.32987356,0.060945094,-0.5121679
UPbXGvCS,0.06535859,-0.30486065,0.22562027,-0.19597745,-0.82146305
UeWm1l9F,-0.41093892,-0.22012629,-1.09644,0.75854325,-0.12803796
UhucscY7,-0.42148173,-0.21846624,-0.8184834,-0.17912124,-0.35205206
Uri1SvHV,-0.07603891,-0.021472845,0.12930354,0.04260501,-0.7568157
UzxipGJS,-0.43758845,-0.21438468,-0.24665429,-0.56500727,0.37731794
V74zfaAQ,-0.07737833,-0.2937103,0.36076337,-0.2522579,-0.5948179
VBPxBLTh,1.1239039,0.070607185,1.4256251,0.601169,-0.78474736
VLG7CXYS,-0.36301473,-0.027520183,-0.14902401,-0.29492483,0.25256538
VNk52SpF,-0.4317644,0.15798455,-1.0396781,1.8891034,-0.6595859
VOREKsok,-0.47535098,-0.00427971,-0.3699085,-0.73763365,1.099216
VRhTr5pX,-0.42497975,-0.40956986,-0.22838977,-0.61348253,0.0960289
VTcG4Kcw,-0.4183903,0.3366902,-0.02796067,-0.420864,0.60335475
VeKiWSbS,-0.40580788,-0.21300432,-0.12424351,-0.46236113,0.772852
VnU8nJHU,-0.47432056,0.4142881,-0.1446911,-0.060121328,-0.1413039
VueNCxYv,-0.35933477,-0.004342032,-0.5585847,-0.14902441,0.015706541
VxuQTRUl,-0.381012,-0.046217903,-0.09817316,-0.15536511,-0.7334284
W5lgaocA,0.6840048,0.83925045,2.0619285,-0.53402185,0.07801367
W5mMq9Ef,-0.37952322,-0.17841455,-0.9431631,0.30618426,0.16728634
WDhNqFpS,0.037727773,-0.12358245,0.06562567,0.42240158,-1.1648098
WE6n1kZi,-0.48530787,-0.28692526,-1.2459879,0.4746599,-0.15143523
WFk6r3vA,-0.41528237,0.08435095,-0.32420674,-0.052673582,-0.13852195
WFyIrsUR,-0.48035252,0.29133007,-0.83368844,1.6615782,-0.69295895
WG6ZAsqR,-0.4683252,-0.09881838,-0.43671545,-0.69816077,0.90334785
WMq3CZQk,-0.4752556,-0.40964016,-1.1396854,0.45124996,-1.2374581
WRskmGjh,-0.49107477,-0.12355501,-0.5076538,-0.4575546,-0.45665425
WXijSglj,-0.41282064,0.42579797,-0.99015737,-0.111885145,-0.52413666
Wc0stQgu,-0.4190634,-0.2701273,-1.1929853,0.332033,-0.40089095
WewoSCUB,-0.36547256,-0.13337146,-0.052073706,-0.69349414,0.8460111
WuHuhHWJ,-0.3841635,-0.20252723,0.6522909,-0.60820955,1.1337025
Wv7EBtZb,0.82763547,0.3650388,1.8360784,0.13907725,-0.6812674
WyPlxDn0,-0.40994602,-0.014774125,-0.31219912,-0.5785857,0.83013606
X3WqoSNN,1.5521853,0.20297202,1.6206905,0.5918553,-1.0111341
XDhyP9KB,-0.4624712,-0.18883258,-0.44330454,0.0725972,-0.3951192
XQxhDRMG,-0.37223852,0.09093107,-0.4730777,0.3466097,0.32477307
XjLNAwxW,-0.07141271,-0.31036457,-0.12688598,-0.34019917,-1.09825
XjfVQbXd,0.3154668,0.6474495,1.3141031,-0.3098058,-0.50288373
Xovczbf6,-0.47965932,-0.07620414,-0.43829346,-0.71304667,1.0299431
Y8H4onBf,-0.24850865,-0.039790746,0.23062555,-0.6153113,0.57592154
Y8YgzSZ9,1.1321235,0.3742746,1.8984511,0.08934567,-0.379443
YC4PNV20,-0.42735782,-0.28204128,-0.13385081,-0.5988512,0.5414722
YDHSCRdd,3.2248943,0.4954618,1.9105148,2.2514455,-0.44185367
YIJ87aME,-0.2481072,0.0165525,0.26101038,-0.30274647,-0.0954525
YKvT4dFv,-0.43830872,-0.15096486,-0.6067463,-0.26493213,0.6194639
YNebALR2,-0.42974836,-0.15887499,-0.5967465,0.17412268,-0.023833655
YNrnqFyb,-0.17332128,0.036334272,0.13937733,-0.31405792,-0.21836914
YUZ4lR3m,-0.43998468,0.14437196,-0.6057529,-0.3387959,0.31241757
YYLvjoVC,0.13420817,-0.17810845,0.38678816,-0.21311101,-0.5981242
Yb8OtMb2,-0.042585857,-0.13411173,0.3017944,0.34179467,-0.63058776
Ycg4lTYw,-0.47992757,-0.19072285,-1.220335,0.3038231,-0.9814965
Yfk6tekH,0.02259562,1.1649009,1.4424949,-0.47744393,-0.47647962
YoSfgmR6,-0.49100134,-0.32152343,-0.5936827,0.09558335,-0.6380695
YpzFvexy,-0.4149666,-0.23749492,-0.81650686,0.26103726,-0.36491078
Yxqppfa3,-0.1287241,-0.13002226,0.06783797,0.452932,-0.8068257
Z16jTUvP,-0.38009858,0.059472367,-0.3715181,-0.026409984,-0.16593857
Z2BdCCbJ,-0.40153795,0.08526712,-0.23094454,-0.40012443,0.9926386
Z2JJMM6V,-0.3506742,0.21487123,-0.34552872,-0.08412932,-0.3296196
Z5jE1OB5,-0.33044922,-0.008619307,-0.0048367195,-0.24192764,0.1770317
ZFsIqYxA,-0.4373269,-0.14767861,-0.63141465,-0.10831537,-0.39431995
ZHDVsoRh,-0.40435606,-0.34200096,-0.7936266,0.007796332,-0.47432452
ZSmfu2Fc,-0.4004792,0.041745,-0.9682234,-0.004967358,-0.1375395
ZU8YXF3H,-0.48128268,-0.010949796,-0.57844424,-0.6843027,0.9595401
ZXKaNy6Z,-0.373887,-0.28296584,-0.43567115,-0.5404933,0.5330426
ZbYLo0zK,-0.23502961,-0.21208718,-0.14125809,-0.50271565,0.010672107
ZedN8Gcn,-0.48167706,-0.4108046,-0.32764816,-0.42165744,-0.5965685
ZgD4Dau6,-0.2519916,-0.2247614,-0.13829607,-0.4985901,-0.60046214
Zgzf79LA,-0.33400527,-0.37974095,-0.08649975,-0.74662465,0.3476402
ZjqzxDOF,0.25887838,0.68629014,1.6406122,-0.6771989,-0.27302316
ZsZ5aDpq,0.06791711,0.03172975,0.09309967,1.0706944,-1.1043575
ZtyqE7If,-0.1874567,-0.20563668,0.017489512,0.07833341,-0.7811854
ZvUgz01f,-0.42713612,0.12094046,-0.1993326,-0.6036979,0.48154518
ZwrhgdQV,0.16290976,-0.17875673,0.3878131,0.40443605,-0.5643243
a7bhJGBU,1.2297183,0.018994918,1.5140816,1.1412374,-0.84891236
aHpv6KzP,2.2167726,0.21023622,1.6229526,1.1629941,-0.99696743
aINzEBVN,-0.2695125,-0.17259343,0.28871217,-0.6363878,-0.29772395
aP9EtTGF,2.4944923,0.4596377,1.9958959,-0.2964502,-0.58695316
aV6EhtSL,-0.45365092,-0.19291273,-0.390823,-0.5943179,-0.5242529
aVZsXKoH,1.6035187,0.59590185,1.9916397,-0.49328047,-0.7034389
aYVnVJvc,-0.0793363,0.09336844,0.3740334,0.43919522,-0.69658
abCzN1zx,-0.40030605,-0.31620497,-1.0557126,0.385932,-0.48216468
ae7sMiB4,-0.057882108,-0.08815198,0.20608565,-0.250563,-0.3266336
afsVuCGV,-0.375453,0.2042698,-0.5332333,0.23815913,-0.15875572
aiwBQETI,0.0118887825,-0.09869036,0.21926367,-0.06578026,-0.5474831
aiyli4EI,1.6272572,0.8390773,1.6581281,0.2740121,-0.50166714
apJ7NmzD,1.5855305,0.5675872,1.9519316,-0.20654966,-0.6343158
atVjNMtQ,-0.36206168,-0.21927048,-1.0444138,2.6143386,-0.78928906
b5GirVGV,-0.4540618,-0.36899436,-0.16121314,-0.6572206,0.37733972
b9SpMjNB,-0.30855638,0.17540121,-0.037891917,-0.30894262,0.5747789
bAFs37yy,-0.44158638,-0.18777557,-0.32575583,-0.64804465,0.85281634
bDia1hHV,-0.27281097,-0.25428215,-0.30310422,-0.08725405,-0.76124287
bFkv5Mtr,-0.113321975,0.019427791,0.59211105,0.05688796,-0.037283465
bHe2IXgA,-0.3834314,0.2553989,-1.1639924,2.2077441,-0.6873766
bWX3vUm5,-0.1213073,0.17476667,0.14697956,0.049634956,-0.40368658
bat8tcGs,-0.2940441,-0.39249468,-0.16404863,0.08475193,-1.1955364
bfjej4wu,-0.37255287,-0.20955616,-0.21374291,0.37353688,-0.7970295
bh04YDiP,-0.34037825,-0.22695431,-0.46059287,0.1287159,-0.28734514
c110Fdc8,-0.36675715,-0.072424114,-0.13874078,-0.42597646,0.25227195
c32GUzMa,-0.36529377,0.01906513,-0.10879269,0.2756225,0.2928138
cT6uU0B0,-0.436949,-0.07613821,-0.5756629,-0.33148444,0.9432932
cWXCiFwh,-0.49088544,-0.27675542,-0.5835891,-0.13645396,-0.6838259
ceNvS3yd,-0.46694833,-0.16109756,-1.0712966,0.24244624,-0.1692746
cmwdt4Av,1.1291366,0.20372368,1.9310067,0.07818324,-0.7610033
cn4EHsup,-0.45678124,-0.22565398,-1.1328691,0.12788004,-0.18637004
crVOGGTT,-0.21422848,0.2564416,0.12752222,-0.5478644,0.8481981
csPEJ1E5,-0.116190016,1.6054504,0.028821781,0.44604516,-0.3138472
d0UrRtMk,-0.36656722,-0.12159704,0.45288685,-0.80505615,1.3648074
d6LU4G4I,-0.25827217,0.19035167,-0.08670832,0.46746063,0.43567604
d74T1DVv,-0.4472108,-0.31129944,-1.0755348,1.2219228,-1.0047414
dR6rM1tQ,-0.102905676,-0.29495522,-0.21829528,-0.019193828,-0.9892191
dUNxOoqg,-0.4416023,-0.29290974,-0.52388793,0.4067893,-0.57314444
dUnlyhj7,0.2759598,-0.23336862,0.89194834,-0.483707,-0.024752557
dVDlnZQ6,-0.4040235,0.2877105,-0.989411,0.13019821,-0.5669086
dVT26GDu,-0.3367576,-0.16090694,0.43045735,-0.42533147,0.49098253
de43ycXY,0.0487088,1.2353415,1.2145337,-0.56397533,-0.26718894
dfIn7m9z,-0.38311985,-0.20915116,-0.972227,0.041472405,-0.2651447
dhmb9ZY9,2.0958326,0.71406853,1.8895035,1.250427,-0.719493
dn8kCuyf,-0.31819186,-0.26074976,0.35961872,-0.5261889,0.4284153
dpcquvWW,-0.4138732,-0.29751372,-0.28946343,-0.55778646,0.07987181
dqcbIMyr,-0.40930986,-0.037425056,-0.33198828,0.060789496,-0.11140671
drWgsBf5,-0.410774,0.4271661,-0.43811858,0.20327431,-0.71479625
dytx0HSe,-0.48929143,-0.10656394,-0.6245009,-0.6742662,0.91104126
e4KkkIha,1.3832484,1.4271711,1.7203283,-0.25412652,-0.64312184
e9YorH4m,0.34273204,-0.14839756,0.7807801,-0.5752381,0.27121866
eB9gVQ0R,0.2501461,0.77177525,0.13464941,-0.33675072,0.80257136
eMhLFqU6,-0.3224578,-0.057423145,-0.2547337,0.405203,0.082998306
eMllg1qm,0.32096156,0.67148995,0.5409409,0.09855105,-0.32794496
eNPunZ9i,-0.17184143,0.37225503,-0.29488325,0.8356205,0.23423174
eS5BSM4J,-0.41589862,-0.20795077,0.2752219,-0.6766941,1.2656416
eVGMFoOI,-0.028565722,-0.101404466,0.8674132,-0.52064246,0.35651588
eaIwb3rG,-0.27264118,0.5805594,0.20367385,-0.30748764,0.9695392
eyzw8Vis,-0.44562718,0.057403192,-0.38415727,-0.53093374,0.9465547
f04Ke2bN,-0.39983872,0.18264292,-0.425693,0.0011108086,0.54520327
f4GA0te1,-0.32636195,-0.11295769,-0.05638112,-0.5744452,0.052479777
f7bd91h5,-0.41322243,-0.2868426,0.8014349,-0.70357376,0.9867264
fB7z9ndr,-0.37709427,0.11719153,-0.14321962,-0.4474018,0.97139454
fEe7AWFA,-0.21890894,-0.29363433,-0.13986377,0.10014866,-0.9271136
fJJIbgY9,0.29480848,0.79038334,1.1306069,-0.5869365,-0.6331202
fQBURMvg,-0.3970494,-0.1210177,-0.32628325,-0.48591092,0.8287189
fS0HpOub,-0.4145233,-0.26548657,-0.21170047,-0.5792966,0.7540201
fTDXauuk,0.14500037,0.72323614,1.153418,-0.589633,-0.5561873
favPNA2N,-0.27036464,0.14546135,-0.105214015,0.67602825,0.14144233
g3Fv0U4k,-0.4476471,0.45947886,-1.1914834,0.7434226,-0.45732632
g5PKo2E2,0.15131764,-0.097407,0.604909,0.0074745826,-0.60046595
gbjnD5fe,-0.4168425,-0.29381505,-0.58522296,-0.4788618,0.8531805
ge9zqXCv,-0.20331337,-0.3449807,-0.37393627,0.95388114,-0.9890744
geeqJpSE,-0.4237392,-0.16836154,-0.20550868,-0.6867269,1.017101
gqy1J2RS,0.07234771,-0.26364663,0.36877328,0.3633335,-0.753263
grlUtS3H,-0.21722445,-0.12285113,-0.7646271,0.49913877,-0.65964687
gx965KYj,-0.2606862,-0.106053114,-0.3213836,0.12840034,-0.6183442
h3F08Vjm,-0.37875468,0.19992226,0.6074073,-0.5383594,1.3015159
h6FQG8Iy,-0.36615998,0.40359485,-0.034380984,-0.4789213,1.0407077
h7ftM8b3,1.6854192,1.223819,1.8949931,-0.20703323,-0.6776242
hLrCHXZv,0.019235315,-0.15587884,0.52346677,0.18376651,-0.65210915
hQ6VBuFx,-0.073254004,0.93528306,-0.00021711737,-0.31930393,0.959997
hYoR2y7w,-0.23195314,0.17352355,-0.13706923,0.21871127,-1.0625417
hf65yZkM,0.17860784,-0.08014031,0.34192073,1.0419486,-1.0405018
hjuwe1x4,-0.26761657,0.5094176,0.0700394,0.17647426,0.031111635
hyINlsFR,-0.19573624,0.40503025,-0.13567522,0.17651942,0.81342936
i0Qlm9Bv,-0.4232309,-0.16781941,0.1553789,-0.56755733,1.1121079
i1VxfxMb,-0.3650346,-0.075537905,0.076242775,-0.5951258,1.0006995
i2l6jXNP,-0.47989625,-0.2056727,-1.2725632,-0.26495257,-0.24782363
i4FgPZv7,-0.4407788,0.4792037,-0.16755968,-0.60701287,0.5252748
i7XtIkSi,-0.18746668,0.14935727,-0.0041896887,-0.030972172,-0.37668946
i9z346Ut,-0.36814213,0.055227637,-0.65929544,0.49328363,0.331985
iDOat4cZ,1.2619917,0.9863298,1.6983148,-0.14332816,-0.6732036
iNv6RoSO,-0.4010265,-0.05305409,-0.38313243,0.104194194,0.55584896
iSL9NYzy,3.5720732,0.27373433,1.8952999,1.8872972,-0.6199165
iSqVc1r8,0.19659016,1.2781993,1.320158,-0.5607983,-0.2023378
iYZMftt6,-0.31393853,-0.1984283,-0.24454209,0.22952622,-0.9244827
ieTPaa3c,-0.42500412,-0.28818431,-0.82299966,-0.12490057,0.42068022
if7BmzU0,-0.4422316,-0.17522357,-0.33271426,-0.66790503,0.8529186
ihNz5bmx,-0.43720633,0.50629866,-0.8744116,-0.21311802,-0.21500763
ikJXKdIN,-0.3336897,-0.14334585,0.4853196,-0.7778618,0.99853534
iq2kxikN,-0.07617757,-0.34013772,0.24310522,-0.08483121,-0.5385819
iuZEDJK7,-0.4356778,-0.14337417,-0.31776023,-0.6335293,0.6646286
iyF8gVT7,-0.415227,0.52533615,-0.09093539,-0.484294,0.87539643
j06qdQ0V,-0.41113067,-0.27642038,-0.24933642,-0.34939522,0.10951638
j7hl8svO,-0.041633006,-0.35713536,-0.13825148,0.24197575,-1.197401
j8hMoJUN,-0.30963585,-0.3316534,-0.050614625,-0.6813224,0.17949763
jNaFasbV,-0.44534248,-0.22383198,-1.1535071,0.40356296,-0.7257402
jVVHeYHT,-0.14105718,-0.18852456,1.0061889,-0.71060133,0.35696933
jXm4ySvK,-0.35819286,-0.015949659,0.00356533,-0.34181812,0.43735856
juO5ii5l,-0.15269248,0.09794772,0.93428856,-0.6648767,-0.23604307
k2hdEBsU,-0.38565922,-0.2429686,0.4855121,-0.6856065,1.2456965
k3ynMfhN,0.08880905,-0.0762914,0.6821969,-0.32521394,0.18845563
k9C9yBtr,0.059961185,-0.10997285,0.5225092,0.24874742,-0.51329684
kAKRvcRo,-0.46675223,0.2708029,-0.94192564,0.4247147,-0.5339909
kBi3R2oC,-0.21636057,-0.15698601,-0.002905624,-0.2904679,-0.3047094
kDWmnsXe,-0.3286599,-0.25257134,-0.1429852,-0.41637254,-0.1383233
kSGBd2Vh,-0.43866116,-0.011789333,-0.4211498,-0.66563576,0.71341795
kT0miHPT,-0.43661314,-0.30973858,-0.2670953,-0.6000949,0.24667192
kaW0TfRn,-0.35833442,-0.29693395,-0.5397777,-0.43029487,0.16502342
kmg3SowO,-0.44584736,-0.20424777,-1.0966105,0.50506634,0.068364285
kpxKSlnF,1.2537456,0.35091525,0.7141279,0.4143766,-0.31672895
ku2cn1MV,0.3616125,-0.036619406,1.4521549,-0.27587417,-0.3920187
l1su5HU9,-0.26042196,-0.00020735338,0.1427808,-0.5558717,0.24466887
l8Tg2RvD,-0.34995246,0.017394073,1.0954578,-0.5244862,0.38335276
lB6NsVOc,-0.41562092,-0.020251602,0.11023867,-0.6798078,1.4817934
lEcdVyKk,-0.46119398,-0.0258166,-0.44359264,-0.5165151,0.7995099
lH4TasGl,0.006556458,0.04208488,1.1196173,-0.59064883,-0.69942516
lO9aggHW,-0.16869305,0.5135476,0.037032478,0.56334877,-0.09416002
lW3m9Vzu,-0.43500984,-0.20639393,-0.5555433,-0.10818901,-0.5946871
lYLseGDP,0.72975844,-0.21331158,0.78067887,-0.33357894,0.26032808
lcOnCdZi,-0.13725795,0.16107285,1.2520419,-0.7620519,-0.29401708
le9YGwON,-0.19124927,0.2822866,0.04732902,-0.24288878,-0.29313982
llMvu3TX,1.5083735,0.5668297,1.6998143,-0.5176047,-0.28889224
lnHh2jFO,-0.020099422,0.6230768,1.3601887,-0.63634557,-0.42590404
m07CVXd4,-0.4366873,0.19354759,-0.17200032,-0.69149125,0.9301332
m1lPk91z,-0.2839827,-0.07022351,0.5969438,-0.6605639,0.91899526
m9IQdmwa,-0.4505192,-0.2867024,-0.2622824,-0.6263456,0.76507175
mG9BRy5x,-0.37126505,0.2733541,-0.12410806,0.116337225,0.17549394
mVHXnama,-0.30616182,-0.0655552,0.14263089,-0.59101814,0.14466125
mXyrR6nU,-0.3854882,-0.2655457,0.022449482,-0.6062226,0.8044367
mbzNdxNc,-0.4045777,-0.16855983,-0.55112034,0.1929629,-0.5511902
mntH7g3L,-0.0038096402,0.48710603,1.2441647,-0.5989362,-0.20941068
msRTXP3H,-0.3317694,-0.11712064,0.09211979,-0.30420703,0.36921513
mxBjvIPR,-0.44234574,-0.33039534,-0.37118635,-0.6295244,0.13878347
n8Opmfbz,0.8420097,1.391843,1.965831,0.88658625,-0.42187214
nOkgU29Q,-0.30363333,-0.029105574,-0.29070568,0.57888424,-0.3923121
nhttf7VM,0.07152786,0.30227962,0.55682546,0.23218165,-0.13443865
njLbXYa3,-0.46775582,-0.41349214,-0.375396,-0.47532046,-0.46213305
nwkIpzmh,0.10471019,-0.29718834,1.2132518,-0.21928634,-0.48284483
nzB1R9Zg,-0.028038237,1.0179859,1.1529448,-0.569134,-0.2961222
o1rZRI84,-0.44577163,-0.14271304,-0.8794242,-0.42145285,-0.19886318
o7q5Mbty,-0.17658535,-0.30237663,-0.08878766,0.0374608,-1.012186
oCBvysqB,-0.5084617,-0.2913137,-0.5498941,-0.08136586,-0.68672603
oDmycTPH,-0.39135206,-0.10188717,0.13435796,-0.8125473,1.5322652
oFAXZvQv,-0.40148246,0.11789838,-0.47867933,-0.025688197,-0.45150465
oHE3M1zX,-0.25425622,0.08300658,-0.6075498,0.5888166,-0.22492997
oMhVmSpV,-0.5070971,-0.26095337,-0.62342954,-0.23446397,-0.24255201
oNsDqVbi,0.19958088,0.7306395,1.1398833,-0.5872236,-0.5089104
oYAJqQk8,-0.38489902,-0.47521573,0.30450773,-0.7517953,0.7240006
ob5Kb6dW,-0.45507464,-0.06426433,-0.4701084,-0.5141058,0.9491217
obnzqs79,-0.1838321,-0.38069504,-0.047346935,-0.58566886,0.4661799
oncLcgRP,-0.42378455,-0.33441526,-1.038178,0.031389173,-0.038690254
ooWVYaAe,-0.36498702,0.7837593,-1.0675442,0.6131618,-0.5400783
osdyOUnV,-0.25064924,0.1292183,-0.16114417,0.8456346,0.10656749
p7H9CzCv,-0.24210274,0.017674001,-0.115520805,0.7628015,-0.29844266
p7U9hVhY,-0.40418848,0.034437913,-0.17059085,-0.5189483,0.6727442
pE6Cf1RV,-0.41805518,0.11893563,-0.12251066,-0.51557183,0.7332424
pI7qzotI,-0.2107448,0.22263683,0.528551,0.11592518,-0.07867464
pJrIA4sk,-0.34233522,-0.43018693,-0.10164134,-0.63744146,-0.22366764
pXne2CLZ,-0.41203395,0.96751297,-1.0327735,1.829727,-0.94165015
pZMcDIOS,-0.4270025,-0.31728882,0.4569374,-0.6546335,0.4845838
pavfp3cc,0.118016526,0.14086232,0.069314204,0.2659892,-0.9020157
pbQdC5L3,-0.43413848,-0.29190546,-0.06308608,-0.42407787,0.14404061
pgj7aAFP,-0.29649806,-0.20061322,-0.27877054,-0.35647222,0.39127097
pxg8G3ed,-0.11364609,0.31491196,-0.08512896,0.07508687,0.9968961
q36Npk6l,-0.3577789,-0.33528876,0.43227634,-0.6067699,0.8858894
q4aDOVvq,0.19885908,-0.290003,0.3660639,0.15856971,-0.9656884
qGmfR9CN,-0.22832829,-0.20448138,-0.4779567,0.69523776,-0.30624005
qJ51ODpA,-0.44445473,-0.12627983,-1.2129614,0.40765017,-0.018527856
qQX3cs3I,-0.07512332,-0.040887058,0.4209529,-0.50780076,-0.38160035
qXeIxPb8,-0.40445924,-0.050869554,-0.124644294,-0.53773934,0.8715707
qYQ4MShM,-0.0022887643,-0.21345678,0.0500964,0.18619819,-1.2052606
qa0etnhK,0.026169147,-0.34678087,0.19483668,-0.19689277,-1.006205
qbL4sboq,-0.2783252,0.21925046,0.06845914,-0.58609414,0.21470308
qbYrsWHq,0.3532945,0.5874369,2.0671515,-0.3385231,-0.0026931595
r1zmcUqQ,-0.052554235,0.3221387,0.15426335,-0.34330383,-0.96903807
r54iHeQC,-0.42072156,-0.05741456,-0.27926582,-0.558033,0.82491565
r6xrAnQV,2.2210362,-0.045974575,1.991802,-0.3460741,0.12580328
r9HxnQDg,-0.170032,-0.09999692,0.91750145,-0.358069,0.263505
rG8Puuf9,0.69089526,0.0071892124,1.4726781,0.4119005,-0.80544066
rGuiefuR,-0.43438107,-0.26939738,-1.0675404,0.48851845,-0.86715674
rJ19OhGP,-0.4360144,0.23436385,-0.3857232,-0.53420883,0.9532282
rOCYepHd,0.063023195,-0.09820655,0.7606258,-0.35791838,-0.43503457
rQJaOPFI,-0.2797844,-0.21506524,-0.041198995,-0.34106028,-0.10154557
rQhZtZeh,-0.42819208,0.12822317,-0.10198377,-0.5049582,0.6319805
rapmok0w,-0.4154362,-0.20733103,-1.1396295,0.26958287,0.16098619
rgzfnPVu,-0.19290632,-0.34256065,0.6304247,-0.60160357,-0.048233807
ri4qhb1S,-0.25509757,-0.2520403,0.41584352,-0.7338691,-0.0054282267
rqpFYzff,-0.47299594,0.071965784,-0.24073136,-0.1321108,0.006225919
rrs22coX,-0.42485434,0.100471765,0.42421538,-0.39785585,1.365201
sEeUCQLc,-0.45332336,-0.09073584,-0.41297174,-0.4375386,0.62500834
sHScwqQl,-0.46689227,0.10564772,-0.2744151,-0.5968511,0.9851163
sNC7DiAt,-0.4348938,-0.1920401,-0.1661659,-0.62805444,0.55736256
sNK2TSs3,-0.41178125,-0.1263832,0.23185895,-0.45197272,1.3829272
sO7Su6uw,-0.3979442,-0.11651982,-0.729874,0.29308358,-0.22471276
sOWZx89o,-0.48422784,-0.11248714,-0.5012379,-0.5947777,0.6909343
sPbRcPjC,-0.093978435,-0.0025464,0.07351156,-0.13779944,-0.49016806
scVUfTKI,0.2288646,0.75025487,0.452524,0.7130906,-0.6294856
seRaGeVv,-0.21168977,-0.24719249,0.043182857,-0.5465063,0.49651605
sgtwiYWi,-0.3887443,-0.27464318,-1.0847685,0.13511774,-0.33187997
sjmLHcT6,-0.3334092,0.010164569,0.1585486,-0.73716974,0.74362147
skZUZZGS,-0.34702867,0.008025756,0.18120413,-0.034234703,0.30547294
suAmzADX,0.030087017,0.47299415,-0.98768383,2.197484,-0.65299565
t4GWLqlO,0.36614075,-0.17353186,1.1036965,-0.33169073,-0.7357613
t7gy6Jyy,-0.14473386,-0.27003366,0.14451425,-0.2671328,-0.21760346
tBadzH60,1.611248,0.61178577,2.0024734,-0.4104401,-0.54115057
tXUWm0hp,-0.23137306,-0.11786042,-0.69094586,0.68256634,-0.33393216
te6UPPxf,-0.5003617,-0.12410043,-0.62924814,0.060545567,-0.72932327
ti2lamkL,0.06650719,0.07523249,0.6770334,-0.09370524,-0.5562389
tr0lpwuU,-0.36820742,0.39333326,-0.7341755,1.8154848,-0.54281163
ttdB5C73,-0.28583813,-0.07786663,-0.14035958,-0.43593985,0.0676678
twS8YZu9,-0.41978478,0.33503133,-0.6299865,-0.51702994,0.17918198
tx68W34H,-0.43509674,-0.19034898,-1.0888718,0.9567701,-0.6959164
tyQSX4mY,-0.22753659,0.12390819,0.8130705,-0.7262702,-0.13147831
tylKCRc0,-0.44427404,-0.2915789,-0.13033998,-0.4822446,0.2612784
u1544WUo,-0.3021298,-0.2262546,0.258946,-0.5123256,0.31355157
uAw9an0d,0.06681771,-0.1004481,0.46442288,0.042532362,-0.4901476
uLZAEXMG,2.1549616,0.7448475,1.9359177,0.15325776,-0.6853238
uMwe1s7I,-0.4735693,-0.13818575,-0.98363596,0.39120042,-0.67322844
ufhGeV3q,-0.4712841,-0.21592475,-0.19952211,-0.60843897,0.2068332
